ID = 7	27.0282	-1.7199
ID = 7	-0.997892	0.0649025
ID = 9	29.027	-1.29898
ID = 9	-0.999015	0.0443625
ID = 11	25.3283	-1.99996
ID = 11	-0.997154	0.0753902
ID = 13	29.9667	-2.7328
ID = 13	-0.995746	0.0921358
ID = 15	30.3286	-2.20137
ID = 15	-0.997061	0.0766117
ID = 17	24.6683	-0.269487
ID = 17	-0.999955	0.00950518
ID = 19	30.4492	-1.70741
ID = 19	-0.998444	0.0557571
ID = 21	33.008	-2.45982
ID = 21	-0.997493	0.0707691
ID = 23	35.899	-2.75046
ID = 23	-0.996978	0.0776905
ID = 0	12.2218	-1.33084
ID = 0	0.998769	0.0496124
ID = 2	3.53101	-1.21988
ID = 2	0.999425	0.0338964
ID = 4	3.98561	-1.17931
ID = 4	0.999478	0.0323121
ID = 6	12.1415	-0.358916
ID = 6	0.999963	0.00861162
ID = 8	1.15404	-2.05079
ID = 8	0.998424	0.0561281
ID = 10	4.95273	-1.94091
ID = 10	0.998545	0.0539316
ID = 12	0.882427	-2.76149
ID = 12	0.997697	0.0678305
ID = 14	10.6615	-2.82977
ID = 14	0.995361	0.0962086
ID = 16	1.01262	-0.019318
ID = 16	1	0.000828934
ID = 18	7.58181	-0.219772
ID = 18	0.999987	0.00511348
ID = 20	6.09315	-1.67974
ID = 20	0.998753	0.0499198
ID = 22	0.982093	-1.56783
ID = 22	0.999256	0.0385646
ID = 1	35.062	-2.50012
ID = 1	-0.997427	0.0716913
ID = 3	35.7173	-1.54745
ID = 3	-0.999013	0.0444291
ID = 5	24.3936	-2.34106
ID = 5	-0.995179	0.0980776
ID = 7	27.0264	-1.71981
ID = 7	-0.997892	0.0649034
ID = 9	29.0242	-1.29804
ID = 9	-0.999017	0.0443344
ID = 11	25.3267	-1.99992
ID = 11	-0.997154	0.0753936
ID = 13	29.9635	-2.73534
ID = 13	-0.995738	0.0922291
ID = 15	30.3272	-2.20261
ID = 15	-0.997058	0.0766555
ID = 17	24.6666	-0.268991
ID = 17	-0.999955	0.00948573
ID = 19	30.4484	-1.70504
ID = 19	-0.998449	0.0556813
ID = 21	33.0061	-2.45964
ID = 21	-0.997493	0.0707679
ID = 23	35.8979	-2.75088
ID = 23	-0.996976	0.0777044
ID = 0	12.2236	-1.33162
ID = 0	0.998767	0.0496435
ID = 2	3.53207	-1.21976
ID = 2	0.999425	0.033894
ID = 4	3.9908	-1.17863
ID = 4	0.999478	0.0322979
ID = 6	12.143	-0.357894
ID = 6	0.999963	0.00857541
ID = 8	1.15799	-2.05147
ID = 8	0.998422	0.0561511
ID = 10	4.95539	-1.94184
ID = 10	0.998543	0.0539622
ID = 12	0.884806	-2.76287
ID = 12	0.997694	0.0678696
ID = 14	10.663	-2.82954
ID = 14	0.995361	0.0962058
ID = 16	1.01518	-0.0186422
ID = 16	1	0.000811654
ID = 18	7.58359	-0.219542
ID = 18	0.999987	0.00510666
ID = 20	6.09622	-1.67947
ID = 20	0.998753	0.0499166
ID = 22	0.984148	-1.56588
ID = 22	0.999258	0.0385169
ID = 1	35.057	-2.50019
ID = 1	-0.997426	0.0717033
ID = 3	35.7155	-1.54588
ID = 3	-0.999014	0.0443874
ID = 5	24.3896	-2.34171
ID = 5	-0.995175	0.09812
ID = 7	27.024	-1.71969
ID = 7	-0.997891	0.0649048
ID = 9	29.0205	-1.29684
ID = 9	-0.999018	0.0442989
ID = 11	25.3245	-1.99988
ID = 11	-0.997153	0.0753983
ID = 13	29.9594	-2.73851
ID = 13	-0.995727	0.0923462
ID = 15	30.3254	-2.20415
ID = 15	-0.997053	0.0767105
ID = 17	24.6644	-0.268346
ID = 17	-0.999955	0.00946044
ID = 19	30.4472	-1.70206
ID = 19	-0.998454	0.055586
ID = 21	33.0036	-2.45941
ID = 21	-0.997493	0.0707663
ID = 23	35.8965	-2.75141
ID = 23	-0.996975	0.077722
ID = 0	12.226	-1.33261
ID = 0	0.998765	0.0496831
ID = 2	3.53354	-1.21959
ID = 2	0.999426	0.0338909
ID = 4	3.99741	-1.17773
ID = 4	0.999479	0.032279
ID = 6	12.145	-0.356587
ID = 6	0.999964	0.0085291
ID = 8	1.16319	-2.05228
ID = 8	0.998421	0.0561795
ID = 10	4.95885	-1.9431
ID = 10	0.998541	0.0540032
ID = 12	0.887932	-2.7646
ID = 12	0.997691	0.0679191
ID = 14	10.6649	-2.82925
ID = 14	0.995362	0.0962021
ID = 16	1.01856	-0.017748
ID = 16	1	0.000788786
ID = 18	7.58594	-0.219233
ID = 18	0.999987	0.00509749
ID = 20	6.10024	-1.67913
ID = 20	0.998754	0.0499123
ID = 22	0.986849	-1.56347
ID = 22	0.99926	0.0384577
ID = 1	35.0509	-2.50026
ID = 1	-0.997425	0.0717175
ID = 3	35.7133	-1.544
ID = 3	-0.999017	0.0443376
ID = 5	24.3846	-2.34248
ID = 5	-0.99517	0.098171
ID = 7	27.0211	-1.71955
ID = 7	-0.997891	0.0649066
ID = 9	29.0161	-1.29542
ID = 9	-0.99902	0.0442568
ID = 11	25.3218	-1.99983
ID = 11	-0.997153	0.0754043
ID = 13	29.9544	-2.74224
ID = 13	-0.995714	0.0924845
ID = 15	30.3232	-2.20597
ID = 15	-0.997048	0.0767756
ID = 17	24.6616	-0.267559
ID = 17	-0.999956	0.00942959
ID = 19	30.4457	-1.69852
ID = 19	-0.99846	0.0554731
ID = 21	33.0004	-2.45912
ID = 21	-0.997493	0.0707643
ID = 23	35.8947	-2.75203
ID = 23	-0.996973	0.0777428
ID = 0	12.2289	-1.33378
ID = 0	0.998763	0.0497303
ID = 2	3.5354	-1.21938
ID = 2	0.999426	0.033887
ID = 4	4.00533	-1.17663
ID = 4	0.99948	0.0322554
ID = 6	12.1474	-0.355016
ID = 6	0.999964	0.00847346
ID = 8	1.16958	-2.05322
ID = 8	0.998419	0.0562127
ID = 10	4.96307	-1.94468
ID = 10	0.998538	0.0540547
ID = 12	0.891782	-2.76666
ID = 12	0.997687	0.067978
ID = 14	10.6673	-2.82888
ID = 14	0.995362	0.0961975
ID = 16	1.02272	-0.0166397
ID = 16	1	0.000760436
ID = 18	7.58883	-0.218844
ID = 18	0.999987	0.00508595
ID = 20	6.10517	-1.67869
ID = 20	0.998754	0.0499068
ID = 22	0.990174	-1.56064
ID = 22	0.999263	0.0383886
ID = 1	35.0439	-2.50033
ID = 1	-0.997424	0.0717337
ID = 3	35.7106	-1.54183
ID = 3	-0.999019	0.0442803
ID = 5	24.3788	-2.34336
ID = 5	-0.995164	0.0982299
ID = 7	27.0176	-1.71939
ID = 7	-0.997891	0.0649089
ID = 9	29.0109	-1.29379
ID = 9	-0.999022	0.0442086
ID = 11	25.3186	-1.99977
ID = 11	-0.997153	0.0754116
ID = 13	29.9485	-2.74647
ID = 13	-0.995699	0.092642
ID = 15	30.3206	-2.20805
ID = 15	-0.997043	0.07685
ID = 17	24.6584	-0.266637
ID = 17	-0.999956	0.00939344
ID = 19	30.4439	-1.69448
ID = 19	-0.998467	0.0553442
ID = 21	32.9966	-2.45877
ID = 21	-0.997493	0.0707619
ID = 23	35.8926	-2.75273
ID = 23	-0.996972	0.0777667
ID = 0	12.2323	-1.33512
ID = 0	0.99876	0.0497845
ID = 2	3.53769	-1.21914
ID = 2	0.999426	0.0338823
ID = 4	4.01448	-1.17531
ID = 4	0.999481	0.0322271
ID = 6	12.1502	-0.353202
ID = 6	0.999965	0.00840918
ID = 8	1.17713	-2.05427
ID = 8	0.998417	0.0562504
ID = 10	4.96802	-1.94659
ID = 10	0.998535	0.0541165
ID = 12	0.896336	-2.76901
ID = 12	0.997682	0.0680456
ID = 14	10.6701	-2.82844
ID = 14	0.995363	0.0961921
ID = 16	1.02764	-0.015322
ID = 16	1	0.000726719
ID = 18	7.59227	-0.218374
ID = 18	0.999987	0.00507201
ID = 20	6.11098	-1.67818
ID = 20	0.998754	0.0499001
ID = 22	0.994105	-1.55745
ID = 22	0.999266	0.0383108
ID = 1	35.036	-2.50039
ID = 1	-0.997423	0.0717517
ID = 3	35.7076	-1.5394
ID = 3	-0.999022	0.0442161
ID = 5	24.3722	-2.34435
ID = 5	-0.995157	0.0982962
ID = 7	27.0136	-1.7192
ID = 7	-0.997891	0.0649117
ID = 9	29.005	-1.29196
ID = 9	-0.999025	0.044155
ID = 11	25.3149	-1.99971
ID = 11	-0.997152	0.0754202
ID = 13	29.9418	-2.75115
ID = 13	-0.995683	0.0928169
ID = 15	30.3176	-2.21035
ID = 15	-0.997036	0.0769329
ID = 17	24.6546	-0.265586
ID = 17	-0.999956	0.00935225
ID = 19	30.4417	-1.68997
ID = 19	-0.998475	0.0552005
ID = 21	32.9923	-2.45837
ID = 21	-0.997493	0.0707591
ID = 23	35.8901	-2.7535
ID = 23	-0.996969	0.0777933
ID = 0	12.2363	-1.33661
ID = 0	0.998757	0.0498451
ID = 2	3.54039	-1.21884
ID = 2	0.999426	0.0338768
ID = 4	4.02478	-1.17379
ID = 4	0.999482	0.0321942
ID = 6	12.1535	-0.351161
ID = 6	0.999965	0.00833688
ID = 8	1.18581	-2.05541
ID = 8	0.998414	0.0562922
ID = 10	4.97365	-1.94881
ID = 10	0.998531	0.0541883
ID = 12	0.901571	-2.77162
ID = 12	0.997677	0.0681209
ID = 14	10.6734	-2.82794
ID = 14	0.995363	0.0961858
ID = 16	1.0333	-0.0137998
ID = 16	1	0.00068776
ID = 18	7.59623	-0.217824
ID = 18	0.999987	0.00505563
ID = 20	6.11763	-1.67758
ID = 20	0.998755	0.0498924
ID = 22	0.998621	-1.55394
ID = 22	0.999269	0.0382255
ID = 1	35.0272	-2.50045
ID = 1	-0.997421	0.0717713
ID = 3	35.7042	-1.53672
ID = 3	-0.999025	0.0441455
ID = 5	24.3648	-2.34544
ID = 5	-0.99515	0.0983695
ID = 7	27.0091	-1.719
ID = 7	-0.997891	0.0649151
ID = 9	28.9984	-1.28997
ID = 9	-0.999027	0.0440964
ID = 11	25.3107	-1.99965
ID = 11	-0.997151	0.0754302
ID = 13	29.9343	-2.75624
ID = 13	-0.995665	0.0930076
ID = 15	30.3142	-2.21287
ID = 15	-0.997029	0.0770235
ID = 17	24.6504	-0.264413
ID = 17	-0.999957	0.00930625
ID = 19	30.4392	-1.68503
ID = 19	-0.998484	0.0550435
ID = 21	32.9874	-2.45792
ID = 21	-0.997494	0.070756
ID = 23	35.8873	-2.75433
ID = 23	-0.996967	0.0778223
ID = 0	12.2407	-1.33824
ID = 0	0.998754	0.0499116
ID = 2	3.54352	-1.21851
ID = 2	0.999426	0.0338705
ID = 4	4.03615	-1.17208
ID = 4	0.999483	0.0321569
ID = 6	12.1572	-0.348909
ID = 6	0.999966	0.00825712
ID = 8	1.19556	-2.05663
ID = 8	0.998412	0.0563377
ID = 10	4.97993	-1.95134
ID = 10	0.998526	0.0542699
ID = 12	0.907467	-2.77446
ID = 12	0.997671	0.0682033
ID = 14	10.677	-2.82738
ID = 14	0.995364	0.0961788
ID = 16	1.03968	-0.0120786
ID = 16	1	0.000643695
ID = 18	7.6007	-0.21719
ID = 18	0.999987	0.00503679
ID = 20	6.1251	-1.67691
ID = 20	0.998755	0.0498836
ID = 22	1.0037	-1.55015
ID = 22	0.999273	0.0381335
ID = 1	35.0177	-2.5005
ID = 1	-0.99742	0.0717922
ID = 3	35.7003	-1.53381
ID = 3	-0.999028	0.044069
ID = 5	24.3567	-2.3466
ID = 5	-0.995142	0.0984492
ID = 7	27.0041	-1.71879
ID = 7	-0.997891	0.0649191
ID = 9	28.9912	-1.28782
ID = 9	-0.99903	0.0440333
ID = 11	25.306	-1.99958
ID = 11	-0.99715	0.0754414
ID = 13	29.9261	-2.76169
ID = 13	-0.995646	0.0932125
ID = 15	30.3105	-2.21557
ID = 15	-0.997022	0.0771212
ID = 17	24.6458	-0.263123
ID = 17	-0.999957	0.00925566
ID = 19	30.4364	-1.67969
ID = 19	-0.998493	0.0548741
ID = 21	32.9819	-2.45741
ID = 21	-0.997494	0.0707524
ID = 23	35.8842	-2.75522
ID = 23	-0.996965	0.0778536
ID = 0	12.2457	-1.34
ID = 0	0.99875	0.0499835
ID = 2	3.54708	-1.21812
ID = 2	0.999426	0.0338632
ID = 4	4.04852	-1.17018
ID = 4	0.999484	0.0321151
ID = 6	12.1614	-0.346461
ID = 6	0.999967	0.00817042
ID = 8	1.20636	-2.05793
ID = 8	0.998409	0.0563866
ID = 10	4.98681	-1.95416
ID = 10	0.998521	0.0543608
ID = 12	0.914002	-2.77752
ID = 12	0.997665	0.0682923
ID = 14	10.6811	-2.82676
ID = 14	0.995365	0.096171
ID = 16	1.04675	-0.0101641
ID = 16	1	0.000594665
ID = 18	7.60568	-0.216475
ID = 18	0.999987	0.00501546
ID = 20	6.13334	-1.67616
ID = 20	0.998756	0.0498738
ID = 22	1.00934	-1.54612
ID = 22	0.999276	0.0380359
ID = 1	35.0073	-2.50054
ID = 1	-0.997418	0.0718145
ID = 3	35.6961	-1.53069
ID = 3	-0.999032	0.043987
ID = 5	24.3479	-2.34785
ID = 5	-0.995134	0.0985348
ID = 7	26.9986	-1.71855
ID = 7	-0.99789	0.0649237
ID = 9	28.9834	-1.28552
ID = 9	-0.999033	0.043966
ID = 11	25.3008	-1.99951
ID = 11	-0.997149	0.075454
ID = 13	29.9172	-2.76746
ID = 13	-0.995626	0.0934304
ID = 15	30.3064	-2.21843
ID = 15	-0.997014	0.0772253
ID = 17	24.6407	-0.261721
ID = 17	-0.999958	0.0092007
ID = 19	30.4332	-1.67399
ID = 19	-0.998503	0.0546935
ID = 21	32.9758	-2.45685
ID = 21	-0.997494	0.0707485
ID = 23	35.8807	-2.75616
ID = 23	-0.996962	0.0778869
ID = 0	12.2511	-1.34186
ID = 0	0.998746	0.0500604
ID = 2	3.55107	-1.21769
ID = 2	0.999427	0.033855
ID = 4	4.06184	-1.1681
ID = 4	0.999486	0.0320692
ID = 6	12.1659	-0.343831
ID = 6	0.999967	0.00807726
ID = 8	1.21815	-2.05929
ID = 8	0.998406	0.0564386
ID = 10	4.99428	-1.95727
ID = 10	0.998516	0.0544607
ID = 12	0.921156	-2.78076
ID = 12	0.997659	0.0683871
ID = 14	10.6856	-2.82607
ID = 14	0.995366	0.0961624
ID = 16	1.0545	-0.0080625
ID = 16	1	0.00054082
ID = 18	7.61114	-0.215675
ID = 18	0.999988	0.00499164
ID = 20	6.14232	-1.67535
ID = 20	0.998756	0.0498631
ID = 22	1.0155	-1.54187
ID = 22	0.99928	0.0379332
ID = 1	34.9963	-2.50057
ID = 1	-0.997416	0.0718378
ID = 3	35.6916	-1.52737
ID = 3	-0.999036	0.0439
ID = 5	24.3384	-2.34916
ID = 5	-0.995124	0.0986261
ID = 7	26.9926	-1.71831
ID = 7	-0.99789	0.064929
ID = 9	28.975	-1.28309
ID = 9	-0.999036	0.043895
ID = 11	25.2952	-1.99944
ID = 11	-0.997148	0.075468
ID = 13	29.9076	-2.77352
ID = 13	-0.995604	0.0936602
ID = 15	30.302	-2.22145
ID = 15	-0.997005	0.0773352
ID = 17	24.6352	-0.260213
ID = 17	-0.999958	0.00914155
ID = 19	30.4297	-1.66796
ID = 19	-0.998514	0.0545025
ID = 21	32.9692	-2.45624
ID = 21	-0.997494	0.0707442
ID = 23	35.8769	-2.75713
ID = 23	-0.996959	0.0779221
ID = 0	12.257	-1.34384
ID = 0	0.998742	0.0501419
ID = 2	3.5555	-1.2172
ID = 2	0.999427	0.0338458
ID = 4	4.07605	-1.16584
ID = 4	0.999487	0.0320191
ID = 6	12.1708	-0.34103
ID = 6	0.999968	0.00797806
ID = 8	1.23091	-2.0607
ID = 8	0.998403	0.0564935
ID = 10	5.0023	-1.96065
ID = 10	0.99851	0.0545692
ID = 12	0.92891	-2.78417
ID = 12	0.997652	0.0684873
ID = 14	10.6904	-2.82533
ID = 14	0.995367	0.0961531
ID = 16	1.06289	-0.00577998
ID = 16	1	0.000482316
ID = 18	7.61707	-0.214793
ID = 18	0.999988	0.00496529
ID = 20	6.15202	-1.67447
ID = 20	0.998757	0.0498515
ID = 22	1.02217	-1.53744
ID = 22	0.999284	0.0378263
ID = 1	34.9845	-2.50058
ID = 1	-0.997415	0.0718622
ID = 3	35.6866	-1.52387
ID = 3	-0.99904	0.0438082
ID = 5	24.3282	-2.35054
ID = 5	-0.995115	0.0987226
ID = 7	26.9861	-1.71805
ID = 7	-0.997889	0.064935
ID = 9	28.9661	-1.28053
ID = 9	-0.999039	0.0438205
ID = 11	25.2892	-1.99937
ID = 11	-0.997147	0.0754832
ID = 13	29.8974	-2.77985
ID = 13	-0.995582	0.0939008
ID = 15	30.2973	-2.22461
ID = 15	-0.996996	0.0774505
ID = 17	24.6292	-0.258604
ID = 17	-0.999959	0.00907842
ID = 19	30.4259	-1.66163
ID = 19	-0.998525	0.054302
ID = 21	32.9621	-2.45558
ID = 21	-0.997495	0.0707394
ID = 23	35.8728	-2.75814
ID = 23	-0.996957	0.0779589
ID = 0	12.2634	-1.3459
ID = 0	0.998738	0.0502276
ID = 2	3.56036	-1.21666
ID = 2	0.999427	0.0338355
ID = 4	4.09108	-1.16341
ID = 4	0.999489	0.031965
ID = 6	12.1761	-0.338071
ID = 6	0.999969	0.00787324
ID = 8	1.2446	-2.06217
ID = 8	0.9984	0.056551
ID = 10	5.01083	-1.96428
ID = 10	0.998504	0.054686
ID = 12	0.937242	-2.78773
ID = 12	0.997645	0.0685924
ID = 14	10.6956	-2.82452
ID = 14	0.995368	0.096143
ID = 16	1.07191	-0.003323
ID = 16	1	0.000419312
ID = 18	7.62347	-0.213826
ID = 18	0.999988	0.00493641
ID = 20	6.16241	-1.67354
ID = 20	0.998757	0.0498393
ID = 22	1.02934	-1.53285
ID = 22	0.999288	0.0377158
ID = 1	34.9721	-2.50058
ID = 1	-0.997413	0.0718874
ID = 3	35.6814	-1.5202
ID = 3	-0.999044	0.043712
ID = 5	24.3175	-2.35197
ID = 5	-0.995105	0.098824
ID = 7	26.9793	-1.71778
ID = 7	-0.997889	0.0649417
ID = 9	28.9566	-1.27786
ID = 9	-0.999043	0.0437428
ID = 11	25.2826	-1.9993
ID = 11	-0.997146	0.0754998
ID = 13	29.8865	-2.7864
ID = 13	-0.995558	0.0941511
ID = 15	30.2922	-2.22788
ID = 15	-0.996987	0.0775706
ID = 17	24.6229	-0.256897
ID = 17	-0.999959	0.00901148
ID = 19	30.4217	-1.65501
ID = 19	-0.998536	0.0540928
ID = 21	32.9545	-2.45486
ID = 21	-0.997495	0.0707343
ID = 23	35.8684	-2.75919
ID = 23	-0.996954	0.0779973
ID = 0	12.2702	-1.34806
ID = 0	0.998733	0.0503172
ID = 2	3.56565	-1.21606
ID = 2	0.999428	0.033824
ID = 4	4.1069	-1.16083
ID = 4	0.999491	0.031907
ID = 6	12.1817	-0.334965
ID = 6	0.99997	0.00776317
ID = 8	1.25918	-2.06368
ID = 8	0.998396	0.0566109
ID = 10	5.01987	-1.96816
ID = 10	0.998497	0.0548105
ID = 12	0.946134	-2.79143
ID = 12	0.997637	0.0687019
ID = 14	10.7012	-2.82367
ID = 14	0.995369	0.0961323
ID = 16	1.08154	-0.000698153
ID = 16	1	0.000351971
ID = 18	7.63032	-0.212775
ID = 18	0.999988	0.00490499
ID = 20	6.17345	-1.67255
ID = 20	0.998758	0.0498264
ID = 22	1.03699	-1.52813
ID = 22	0.999293	0.0376021
ID = 1	34.9591	-2.50056
ID = 1	-0.997411	0.0719135
ID = 3	35.6757	-1.51636
ID = 3	-0.999049	0.0436118
ID = 5	24.3061	-2.35346
ID = 5	-0.995094	0.0989299
ID = 7	26.9719	-1.71751
ID = 7	-0.997889	0.064949
ID = 9	28.9466	-1.27508
ID = 9	-0.999046	0.0436622
ID = 11	25.2757	-1.99923
ID = 11	-0.997144	0.0755176
ID = 13	29.875	-2.79316
ID = 13	-0.995533	0.0944102
ID = 15	30.2868	-2.23127
ID = 15	-0.996977	0.0776951
ID = 17	24.6161	-0.255099
ID = 17	-0.99996	0.0089409
ID = 19	30.4172	-1.64813
ID = 19	-0.998548	0.0538757
ID = 21	32.9463	-2.4541
ID = 21	-0.997496	0.0707287
ID = 23	35.8636	-2.76025
ID = 23	-0.99695	0.078037
ID = 0	12.2774	-1.35028
ID = 0	0.998729	0.0504103
ID = 2	3.57138	-1.2154
ID = 2	0.999428	0.0338112
ID = 4	4.12345	-1.15808
ID = 4	0.999493	0.0318454
ID = 6	12.1877	-0.33172
ID = 6	0.999971	0.00764819
ID = 8	1.27461	-2.06522
ID = 8	0.998393	0.056673
ID = 10	5.02938	-1.97227
ID = 10	0.998489	0.0549423
ID = 12	0.955566	-2.79524
ID = 12	0.997629	0.0688154
ID = 14	10.7071	-2.82276
ID = 14	0.99537	0.0961208
ID = 16	1.09176	0.00208793
ID = 16	1	0.000280457
ID = 18	7.63762	-0.21164
ID = 18	0.999988	0.00487102
ID = 20	6.18513	-1.67151
ID = 20	0.998759	0.049813
ID = 22	1.0451	-1.52328
ID = 22	0.999297	0.0374858
ID = 1	34.9456	-2.50053
ID = 1	-0.997409	0.0719403
ID = 3	35.6698	-1.51238
ID = 3	-0.999053	0.0435078
ID = 5	24.2942	-2.35499
ID = 5	-0.995083	0.0990402
ID = 7	26.9642	-1.71722
ID = 7	-0.997888	0.0649571
ID = 9	28.9362	-1.27221
ID = 9	-0.99905	0.043579
ID = 11	25.2683	-1.99915
ID = 11	-0.997143	0.0755367
ID = 13	29.863	-2.80011
ID = 13	-0.995508	0.0946774
ID = 15	30.281	-2.23475
ID = 15	-0.996967	0.0778235
ID = 17	24.609	-0.253212
ID = 17	-0.999961	0.00886683
ID = 19	30.4124	-1.64102
ID = 19	-0.99856	0.0536513
ID = 21	32.9377	-2.45329
ID = 21	-0.997496	0.0707228
ID = 23	35.8586	-2.76134
ID = 23	-0.996947	0.078078
ID = 0	12.2851	-1.35258
ID = 0	0.998724	0.0505067
ID = 2	3.57755	-1.21467
ID = 2	0.999429	0.033797
ID = 4	4.14068	-1.15519
ID = 4	0.999495	0.0317802
ID = 6	12.194	-0.328347
ID = 6	0.999972	0.00752865
ID = 8	1.29086	-2.06679
ID = 8	0.998389	0.0567371
ID = 10	5.03933	-1.9766
ID = 10	0.998482	0.0550812
ID = 12	0.965519	-2.79916
ID = 12	0.997621	0.0689326
ID = 14	10.7133	-2.82179
ID = 14	0.995371	0.0961087
ID = 16	1.10254	0.00502856
ID = 16	1	0.000204935
ID = 18	7.64534	-0.210421
ID = 18	0.999988	0.00483451
ID = 20	6.19741	-1.67043
ID = 20	0.998759	0.0497992
ID = 22	1.05366	-1.51834
ID = 22	0.999302	0.0373674
ID = 1	34.9315	-2.50047
ID = 1	-0.997407	0.0719677
ID = 3	35.6635	-1.50827
ID = 3	-0.999058	0.0434003
ID = 5	24.2817	-2.35656
ID = 5	-0.995072	0.0991544
ID = 7	26.956	-1.71693
ID = 7	-0.997887	0.0649659
ID = 9	28.9253	-1.26925
ID = 9	-0.999054	0.0434933
ID = 11	25.2605	-1.99908
ID = 11	-0.997141	0.0755571
ID = 13	29.8504	-2.80721
ID = 13	-0.995482	0.0949519
ID = 15	30.275	-2.23831
ID = 15	-0.996957	0.0779555
ID = 17	24.6015	-0.251241
ID = 17	-0.999961	0.00878944
ID = 19	30.4072	-1.63368
ID = 19	-0.998572	0.0534202
ID = 21	32.9285	-2.45243
ID = 21	-0.997496	0.0707164
ID = 23	35.8533	-2.76245
ID = 23	-0.996944	0.0781201
ID = 0	12.2931	-1.35494
ID = 0	0.998719	0.0506062
ID = 2	3.58414	-1.21388
ID = 2	0.999429	0.0337814
ID = 4	4.15856	-1.15216
ID = 4	0.999497	0.0317115
ID = 6	12.2007	-0.324855
ID = 6	0.999973	0.00740485
ID = 8	1.30789	-2.06838
ID = 8	0.998385	0.0568029
ID = 10	5.04972	-1.98114
ID = 10	0.998474	0.0552267
ID = 12	0.975974	-2.80318
ID = 12	0.997613	0.0690531
ID = 14	10.7199	-2.82078
ID = 14	0.995372	0.0960959
ID = 16	1.11387	0.00811707
ID = 16	1	0.00012557
ID = 18	7.65347	-0.209118
ID = 18	0.999988	0.00479546
ID = 20	6.21028	-1.66931
ID = 20	0.99876	0.0497851
ID = 22	1.06265	-1.51332
ID = 22	0.999306	0.0372472
ID = 1	34.9168	-2.5004
ID = 1	-0.997405	0.0719957
ID = 3	35.6569	-1.50402
ID = 3	-0.999063	0.0432895
ID = 5	24.2687	-2.35817
